LAU2_CODE,without_education,undetermined,lower_secondary_vocational_education,bachelors_degree,masters_degree,doctoral_degree,higher_vocational_education,primary_education,complete_secondary_vocational_education,complete_secondary_general_education,okres
SK0427522724,14.412416851441243,4.878048780487805,19.733924611973393,0.8869179600886918,7.760532150776053,0.22172949002217296,5.764966740576496,14.855875831485587,26.829268292682926,4.656319290465632,Michalovce
SK0427522732,11.09770808202654,3.3775633293124248,22.195416164053075,1.5681544028950543,7.720144752714113,0.48250904704463204,3.8600723763570564,23.64294330518697,21.833534378769603,4.221954161640531,Michalovce
SK0427522741,13.598673300165837,3.316749585406302,19.23714759535655,3.316749585406302,6.965174129353234,0.4975124378109453,5.472636815920398,23.71475953565506,19.237147595356554,4.643449419568822,Michalovce
SK0427522759,16.936572199730094,5.6005398110661275,17.00404858299595,1.0796221322537112,2.1592442645074224,0.06747638326585695,1.6869095816464237,43.38731443994602,10.458839406207826,1.6194331983805668,Michalovce
SK0427522767,5.405405405405405,2.7027027027027026,26.576576576576574,1.3513513513513513,10.81081081081081,0.45045045045045046,2.7027027027027026,17.117117117117118,28.82882882882883,4.054054054054054,Michalovce
SK0427522783,21.833648393194707,4.3478260869565215,14.650283553875237,0.7561436672967864,2.0793950850661624,0.0945179584120983,1.4177693761814745,46.975425330812854,6.332703213610586,1.5122873345935728,Michalovce
SK0427522791,9.79631425800194,2.0368574199806013,22.114451988360813,2.521823472356935,11.445198836081474,0.6789524733268671,3.976721629485936,19.495635305528612,24.733268671193017,3.200775945683802,Michalovce
SK0427522805,12.057522123893804,4.148230088495575,16.48230088495575,1.5486725663716814,6.360619469026549,0.22123893805309736,2.3230088495575223,32.743362831858406,20.9070796460177,3.2079646017699117,Michalovce
SK0427522848,10.365853658536585,2.2357723577235773,28.252032520325205,3.4552845528455287,8.94308943089431,1.0162601626016259,3.658536585365854,13.008130081300813,24.1869918699187,4.878048780487805,Michalovce
SK0427522864,9.479768786127167,5.5491329479768785,18.034682080924856,1.9653179190751446,10.982658959537572,0.3468208092485549,3.236994219653179,25.08670520231214,18.959537572254334,6.358381502890173,Michalovce
SK0427522872,18.138528138528137,6.9480519480519485,12.251082251082252,0.5411255411255411,2.619047619047619,0.15151515151515152,1.1471861471861473,49.285714285714285,7.186147186147187,1.7316017316017316,Michalovce
SK0427522881,9.947643979057592,5.7591623036649215,21.465968586387437,2.094240837696335,7.329842931937172,1.0471204188481675,3.1413612565445024,26.17801047120419,18.848167539267013,4.18848167539267,Michalovce
SK0427522902,17.089201877934272,2.0657276995305165,20.0,2.0657276995305165,6.478873239436619,0.28169014084507044,2.8169014084507045,25.633802816901408,19.342723004694836,4.225352112676056,Michalovce
SK0427522945,7.425742574257425,3.795379537953796,25.08250825082508,1.3201320132013201,10.561056105610561,0.16501650165016502,4.9504950495049505,12.87128712871287,28.052805280528055,5.775577557755775,Michalovce
SK0427522961,10.794602698650674,3.523238380809595,18.290854572713645,1.7991004497751124,10.719640179910044,0.6746626686656672,4.722638680659671,20.764617691154424,22.938530734632685,5.772113943028486,Michalovce
SK0427522988,10.92896174863388,3.8251366120218577,21.038251366120218,2.185792349726776,12.841530054644808,0.546448087431694,6.557377049180328,11.475409836065575,26.775956284153004,3.825136612021858,Michalovce
SK0427522996,11.330049261083744,1.5763546798029557,24.630541871921185,2.167487684729064,8.177339901477833,0.49261083743842365,4.137931034482759,19.901477832512317,21.970443349753694,5.615763546798029,Michalovce
SK0427523054,12.48303934871099,6.784260515603799,19.810040705563093,0.8141112618724559,5.291723202170964,0.13568521031207598,2.8493894165535956,32.83582089552239,15.875169606512891,3.1207598371777476,Michalovce
SK0427523062,19.148936170212764,4.113475177304965,18.29787234042553,1.4184397163120568,3.6879432624113475,0.28368794326241137,2.4113475177304964,38.01418439716312,11.063829787234043,1.5602836879432624,Michalovce
SK0427523071,11.973684210526315,2.631578947368421,18.68421052631579,1.710526315789474,5.394736842105264,0.13157894736842105,2.236842105263158,39.3421052631579,14.868421052631579,3.026315789473684,Michalovce
